Date_of_observation,Species_name,Leaves_fresh,Leaves_mature,Leaves_old,Flowers_bud,Flowers_open,Flowers_male,Flowers_Female,Fruits_unripe,Fruits_ripe,Fruits_open,Year,Week
2019-09-15,African tulip- Spathodea campanulata,2.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,1.0,2.0,2019,33
2023-03-27,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,1.0,1.0,2023,11
2023-03-27,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,2.0,-2.0,-2.0,0.0,0.0,0.0,2023,11
2023-03-27,African tulip- Spathodea campanulata,1.0,2.0,1.0,2.0,2.0,-2.0,-2.0,1.0,0.0,0.0,2023,11
2023-04-01,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,2.0,-2.0,-2.0,1.0,0.0,0.0,2023,11
2022-08-27,African tulip- Spathodea campanulata,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2022,30
2022-08-27,African tulip- Spathodea campanulata,2.0,1.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,1.0,2022,30
2022-05-20,African tulip- Spathodea campanulata,1.0,2.0,1.0,0.0,1.0,-2.0,-2.0,1.0,1.0,1.0,2022,18
2022-04-26,African tulip- Spathodea campanulata,1.0,2.0,1.0,0.0,1.0,-2.0,-2.0,2.0,1.0,1.0,2022,14
2022-04-24,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,1.0,1.0,2022,14
2022-04-24,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,2022,14
2022-08-21,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,2.0,2022,30
2020-03-21,African tulip- Spathodea campanulata,0.0,2.0,1.0,1.0,2.0,-2.0,-2.0,1.0,0.0,0.0,2020,10
2020-03-09,African tulip- Spathodea campanulata,0.0,2.0,1.0,2.0,2.0,-2.0,-2.0,1.0,0.0,0.0,2020,8
2021-11-21,Amla- Phyllanthus emblica,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0,2021,41
2021-11-21,Amla- Phyllanthus emblica,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,2.0,-2.0,2021,41
2022-01-22,Amla- Phyllanthus emblica,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2022,2
2023-03-27,Amla- Phyllanthus emblica,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,1.0,0.0,-2.0,2023,11
2023-04-01,Amla- Phyllanthus emblica,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2023,11
2023-04-01,Amla- Phyllanthus emblica,2.0,1.0,0.0,2.0,2.0,-2.0,-2.0,0.0,0.0,-2.0,2023,11
2022-04-26,Amla- Phyllanthus emblica,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,1.0,-2.0,2022,14
