Date_of_observation,Species_name,Leaves_fresh,Leaves_mature,Leaves_old,Flowers_bud,Flowers_open,Flowers_male,Flowers_Female,Fruits_unripe,Fruits_ripe,Fruits_open,Year,Week
2019-09-15,African tulip- Spathodea campanulata,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,1.0,2019,33
2018-01-25,African tulip- Spathodea campanulata,2.0,1.0,,2.0,0.0,,,0.0,0.0,,2018,3
2019-03-17,African tulip- Spathodea campanulata,1.0,2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2019,9
2023-11-28,African tulip- Spathodea campanulata,2.0,2.0,0.0,2.0,2.0,-2.0,-2.0,0.0,0.0,0.0,2023,42
2023-11-28,African tulip- Spathodea campanulata,1.0,2.0,0.0,2.0,2.0,-2.0,-2.0,0.0,0.0,0.0,2023,42
2019-06-15,African tulip- Spathodea campanulata,0.0,2.0,1.0,0.0,1.0,-2.0,-2.0,1.0,1.0,-2.0,2019,21
2019-09-13,African tulip- Spathodea campanulata,2.0,1.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2019,32
2020-01-05,African tulip- Spathodea campanulata,2.0,2.0,,1.0,1.0,,,1.0,1.0,,2020,0
2020-01-12,African tulip- Spathodea campanulata,2.0,2.0,,1.0,1.0,,,1.0,1.0,,2020,1
2023-02-14,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2023,5
2023-07-16,African tulip- Spathodea campanulata,2.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,1.0,2023,25
2020-01-18,African tulip- Spathodea campanulata,2.0,2.0,,0.0,0.0,,,0.0,0.0,,2020,2
2019-02-17,African tulip- Spathodea campanulata,1.0,2.0,1.0,2.0,2.0,-2.0,-2.0,1.0,0.0,0.0,2019,6
2017-08-20,African tulip- Spathodea campanulata,1.0,2.0,,0.0,1.0,,,0.0,1.0,,2017,29
2023-03-25,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,2.0,2023,10
2023-03-25,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,2.0,2023,10
2019-03-18,African tulip- Spathodea campanulata,-1.0,2.0,-1.0,2.0,2.0,-2.0,-2.0,-1.0,-1.0,-1.0,2019,9
2017-03-19,African tulip- Spathodea campanulata,0.0,2.0,,0.0,0.0,,,1.0,0.0,,2017,10
2020-02-14,African tulip- Spathodea campanulata,2.0,2.0,,2.0,1.0,,,0.0,0.0,,2020,5
2019-08-27,African tulip- Spathodea campanulata,2.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2019,30
2019-06-17,African tulip- Spathodea campanulata,1.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2019,21
2023-03-23,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,-1.0,1.0,2023,10
2023-03-30,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,2023,11
2023-03-30,African tulip- Spathodea campanulata,0.0,2.0,1.0,2.0,2.0,-2.0,-2.0,2.0,2.0,2.0,2023,11
2023-03-31,African tulip- Spathodea campanulata,1.0,2.0,1.0,2.0,2.0,-2.0,-2.0,1.0,0.0,0.0,2023,11
2019-03-17,African tulip- Spathodea campanulata,1.0,1.0,0.0,1.0,1.0,-2.0,-2.0,2.0,2.0,2.0,2019,9
2023-03-31,African tulip- Spathodea campanulata,1.0,1.0,1.0,0.0,1.0,-2.0,-2.0,1.0,1.0,1.0,2023,11
2023-03-31,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,2.0,2.0,2023,11
2023-03-30,African tulip- Spathodea campanulata,2.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,1.0,0.0,2023,11
2023-04-01,African tulip- Spathodea campanulata,0.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,0.0,0.0,2023,11
2023-04-01,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,0.0,0.0,2023,11
2023-04-01,African tulip- Spathodea campanulata,0.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,0.0,0.0,2023,11
2023-04-01,African tulip- Spathodea campanulata,0.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,0.0,2023,11
2021-11-20,African tulip- Spathodea campanulata,2.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,2021,41
2023-03-28,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,2.0,2.0,2023,11
2023-03-28,African tulip- Spathodea campanulata,0.0,1.0,0.0,1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,2023,11
2023-03-28,African tulip- Spathodea campanulata,0.0,0.0,0.0,2.0,2.0,-2.0,-2.0,0.0,0.0,1.0,2023,11
2023-03-28,African tulip- Spathodea campanulata,1.0,1.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,2023,11
2023-03-28,African tulip- Spathodea campanulata,0.0,1.0,1.0,1.0,1.0,-2.0,-2.0,2.0,2.0,2.0,2023,11
2023-03-29,African tulip- Spathodea campanulata,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,1.0,-1.0,2.0,2023,11
2023-03-29,African tulip- Spathodea campanulata,0.0,2.0,0.0,1.0,1.0,-2.0,-2.0,1.0,0.0,0.0,2023,11
2019-03-17,African tulip- Spathodea campanulata,2.0,2.0,2.0,2.0,2.0,-2.0,-2.0,2.0,2.0,2.0,2019,9
2023-07-16,African tulip- Spathodea campanulata,2.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,1.0,2023,25
2023-03-29,African tulip- Spathodea campanulata,2.0,2.0,0.0,1.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2023,11
2020-02-18,African tulip- Spathodea campanulata,2.0,2.0,,2.0,2.0,,,0.0,0.0,,2020,6
2023-03-30,African tulip- Spathodea campanulata,0.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2023,11
2023-07-16,African tulip- Spathodea campanulata,2.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,1.0,2023,25
2023-07-16,African tulip- Spathodea campanulata,2.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2023,25
2020-01-31,African tulip- Spathodea campanulata,2.0,2.0,1.0,2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2020,3
2017-03-29,African tulip- Spathodea campanulata,0.0,2.0,,0.0,0.0,,,1.0,0.0,,2017,11
2020-02-01,African tulip- Spathodea campanulata,2.0,2.0,,2.0,0.0,,,0.0,0.0,,2020,4
2022-08-29,African tulip- Spathodea campanulata,1.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2022,31
2022-08-29,African tulip- Spathodea campanulata,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,1.0,2022,31
2017-08-27,African tulip- Spathodea campanulata,1.0,2.0,,0.0,1.0,,,0.0,0.0,,2017,30
2018-01-11,African tulip- Spathodea campanulata,2.0,1.0,,2.0,0.0,,,0.0,0.0,,2018,1
2020-01-30,African tulip- Spathodea campanulata,1.0,2.0,,0.0,0.0,,,0.0,0.0,,2020,3
2023-07-16,African tulip- Spathodea campanulata,2.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2023,25
2017-09-05,African tulip- Spathodea campanulata,1.0,2.0,,0.0,0.0,,,0.0,0.0,,2017,31
2019-02-24,African tulip- Spathodea campanulata,1.0,2.0,1.0,2.0,2.0,-2.0,-2.0,1.0,0.0,0.0,2019,7
2023-07-16,African tulip- Spathodea campanulata,2.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2023,25
2020-02-08,African tulip- Spathodea campanulata,2.0,2.0,,2.0,1.0,,,0.0,0.0,,2020,5
2019-06-14,African tulip- Spathodea campanulata,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2019,21
2019-09-15,African tulip- Spathodea campanulata,1.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2019,33
2019-04-27,African tulip- Spathodea campanulata,1.0,2.0,0.0,1.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2019,15
2019-12-28,African tulip- Spathodea campanulata,1.0,2.0,0.0,1.0,1.0,-2.0,-2.0,2.0,1.0,-2.0,2019,46
2019-12-26,African tulip- Spathodea campanulata,2.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2019,46
2022-12-14,African tulip- Spathodea campanulata,1.0,2.0,1.0,2.0,1.0,-2.0,-2.0,1.0,0.0,0.0,2022,44
2019-12-29,African tulip- Spathodea campanulata,1.0,2.0,0.0,1.0,1.0,-2.0,-2.0,1.0,0.0,0.0,2019,46
2019-03-24,African tulip- Spathodea campanulata,1.0,2.0,1.0,2.0,2.0,-2.0,-2.0,1.0,0.0,0.0,2019,10
2021-02-01,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,2.0,-2.0,-2.0,0.0,0.0,0.0,2021,4
2021-01-29,African tulip- Spathodea campanulata,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2021,3
2023-11-26,African tulip- Spathodea campanulata,1.0,2.0,1.0,2.0,2.0,-2.0,-2.0,2.0,0.0,0.0,2023,42
2022-10-26,African tulip- Spathodea campanulata,2.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,38
2019-12-28,African tulip- Spathodea campanulata,1.0,2.0,0.0,1.0,1.0,-2.0,-2.0,2.0,0.0,0.0,2019,46
2022-12-15,African tulip- Spathodea campanulata,2.0,1.0,0.0,2.0,1.0,-2.0,-2.0,1.0,0.0,0.0,2022,44
2022-12-15,African tulip- Spathodea campanulata,2.0,2.0,0.0,2.0,2.0,-2.0,-2.0,1.0,1.0,1.0,2022,44
2022-12-15,African tulip- Spathodea campanulata,2.0,2.0,0.0,2.0,2.0,-2.0,-2.0,2.0,1.0,1.0,2022,44
2022-12-15,African tulip- Spathodea campanulata,2.0,1.0,0.0,2.0,2.0,-2.0,-2.0,2.0,2.0,1.0,2022,44
2019-04-10,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,2019,12
2019-03-28,African tulip- Spathodea campanulata,2.0,1.0,1.0,1.0,2.0,-2.0,-2.0,0.0,0.0,0.0,2019,11
2019-03-31,African tulip- Spathodea campanulata,1.0,2.0,1.0,2.0,2.0,-2.0,-2.0,0.0,0.0,0.0,2019,11
2019-04-05,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,2.0,-2.0,-2.0,0.0,0.0,0.0,2019,12
2022-12-01,African tulip- Spathodea campanulata,1.0,2.0,0.0,2.0,2.0,-2.0,-2.0,2.0,0.0,0.0,2022,43
2019-03-17,African tulip- Spathodea campanulata,0.0,1.0,1.0,1.0,2.0,-2.0,-2.0,2.0,2.0,-2.0,2019,9
2019-03-16,African tulip- Spathodea campanulata,1.0,1.0,0.0,1.0,1.0,-2.0,-2.0,2.0,2.0,-2.0,2019,9
2021-02-08,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2021,5
2019-09-16,African tulip- Spathodea campanulata,1.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2019,33
2019-09-16,African tulip- Spathodea campanulata,1.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2019,33
2019-09-16,African tulip- Spathodea campanulata,2.0,1.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2019,33
2019-09-14,African tulip- Spathodea campanulata,1.0,1.0,0.0,1.0,2.0,-2.0,-2.0,0.0,0.0,0.0,2019,33
2022-04-27,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,1.0,0.0,2022,15
2019-06-14,African tulip- Spathodea campanulata,2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,2.0,2019,21
2023-07-16,African tulip- Spathodea campanulata,1.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2023,25
2023-07-16,African tulip- Spathodea campanulata,1.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2023,25
2019-09-15,African tulip- Spathodea campanulata,1.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2019,33
2017-08-13,African tulip- Spathodea campanulata,1.0,2.0,,0.0,1.0,,,0.0,1.0,,2017,28
2019-06-11,African tulip- Spathodea campanulata,2.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,2019,20
2019-03-21,African tulip- Spathodea campanulata,0.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,2019,10
2019-03-17,African tulip- Spathodea campanulata,2.0,2.0,0.0,2.0,2.0,-2.0,-2.0,2.0,2.0,2.0,2019,9
2019-03-17,African tulip- Spathodea campanulata,1.0,1.0,0.0,1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,2019,9
2019-03-18,African tulip- Spathodea campanulata,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0,1.0,0.0,1.0,2019,9
2019-03-18,African tulip- Spathodea campanulata,2.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,2.0,1.0,2019,9
2019-03-18,African tulip- Spathodea campanulata,1.0,2.0,0.0,1.0,2.0,-2.0,-2.0,0.0,0.0,0.0,2019,9
2017-07-23,African tulip- Spathodea campanulata,1.0,2.0,,0.0,1.0,,,0.0,1.0,,2017,26
2017-07-16,African tulip- Spathodea campanulata,2.0,2.0,,0.0,1.0,,,0.0,1.0,,2017,25
2017-08-06,African tulip- Spathodea campanulata,1.0,2.0,,0.0,1.0,,,0.0,1.0,,2017,28
2019-09-22,African tulip- Spathodea campanulata,2.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2019,34
2019-09-15,African tulip- Spathodea campanulata,2.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2019,33
2023-11-26,African tulip- Spathodea campanulata,1.0,2.0,1.0,2.0,2.0,-2.0,-2.0,2.0,0.0,0.0,2023,42
2019-02-10,African tulip- Spathodea campanulata,1.0,2.0,1.0,2.0,2.0,-2.0,-2.0,2.0,0.0,0.0,2019,5
2022-04-29,African tulip- Spathodea campanulata,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,0.0,2022,15
2023-11-26,African tulip- Spathodea campanulata,1.0,2.0,1.0,2.0,2.0,-2.0,-2.0,2.0,0.0,0.0,2023,42
2017-09-17,African tulip- Spathodea campanulata,0.0,2.0,,0.0,2.0,,,0.0,0.0,,2017,33
2019-03-17,African tulip- Spathodea campanulata,1.0,2.0,,2.0,2.0,,,0.0,1.0,,2019,9
2020-03-17,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,2.0,-2.0,-2.0,0.0,0.0,0.0,2020,9
2020-03-17,African tulip- Spathodea campanulata,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,2020,9
2019-06-21,African tulip- Spathodea campanulata,1.0,2.0,1.0,0.0,1.0,-2.0,-2.0,1.0,0.0,0.0,2019,22
2017-02-26,African tulip- Spathodea campanulata,0.0,2.0,,0.0,0.0,,,1.0,0.0,,2017,7
2020-03-20,African tulip- Spathodea campanulata,1.0,2.0,1.0,2.0,2.0,-2.0,-2.0,0.0,0.0,0.0,2020,10
2020-03-20,African tulip- Spathodea campanulata,0.0,1.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,2020,10
2019-07-28,African tulip- Spathodea campanulata,2.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2019,26
2019-06-28,African tulip- Spathodea campanulata,1.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2019,23
2019-03-17,African tulip- Spathodea campanulata,0.0,2.0,1.0,1.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,2019,9
