Date_of_observation,Species_name,Leaves_fresh,Leaves_mature,Leaves_old,Flowers_bud,Flowers_open,Flowers_male,Flowers_Female,Fruits_unripe,Fruits_ripe,Fruits_open,Year,Week
2018-12-01,Gamar- Gmelina arborea,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43
2015-10-26,Jackfruit- Artocarpus heterophyllus,1.0,2.0,,0.0,0.0,,,0.0,0.0,,2015,38
2015-10-19,Jackfruit- Artocarpus heterophyllus,1.0,2.0,,0.0,0.0,,,0.0,0.0,,2015,37
2015-10-12,Jackfruit- Artocarpus heterophyllus,1.0,2.0,,0.0,0.0,,,0.0,0.0,,2015,36
2015-09-28,Jackfruit- Artocarpus heterophyllus,1.0,2.0,,0.0,0.0,,,0.0,0.0,,2015,34
2015-09-21,Jackfruit- Artocarpus heterophyllus,1.0,2.0,,0.0,0.0,,,0.0,0.0,,2015,33
2015-09-14,Jackfruit- Artocarpus heterophyllus,1.0,2.0,,0.0,0.0,,,0.0,0.0,,2015,33
2015-10-05,Jackfruit- Artocarpus heterophyllus,1.0,2.0,,0.0,0.0,,,0.0,0.0,,2015,35
2015-09-07,Jackfruit- Artocarpus heterophyllus,1.0,2.0,,0.0,0.0,,,0.0,0.0,,2015,32
2015-10-20,Jackfruit- Artocarpus heterophyllus,1.0,2.0,,0.0,0.0,,,1.0,0.0,,2015,37
2023-10-30,Walnut-Juglans regia,1.0,2.0,0.0,2.0,-2.0,1.0,1.0,1.0,0.0,-2.0,2023,39
