Date_of_observation,Species_name,Leaves_fresh,Leaves_mature,Leaves_old,Flowers_bud,Flowers_open,Flowers_male,Flowers_Female,Fruits_unripe,Fruits_ripe,Fruits_open,Year,Week
2023-08-02,African tulip- Spathodea campanulata,1.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2023,27
2023-08-02,African tulip- Spathodea campanulata,1.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2023,27
2023-08-09,African tulip- Spathodea campanulata,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,28
2023-08-09,African tulip- Spathodea campanulata,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,28
2023-08-30,African tulip- Spathodea campanulata,2.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2023,31
2023-08-30,African tulip- Spathodea campanulata,2.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2023,31
2023-08-23,African tulip- Spathodea campanulata,1.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2023,30
2023-08-23,African tulip- Spathodea campanulata,1.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2023,30
2016-11-11,Amla- Phyllanthus emblica,2.0,2.0,,2.0,1.0,,,2.0,0.0,,2016,40
2016-12-05,Amla- Phyllanthus emblica,1.0,2.0,,0.0,0.0,,,0.0,0.0,,2016,43
2016-12-05,Amla- Phyllanthus emblica,1.0,2.0,,0.0,0.0,,,0.0,0.0,,2016,43
2016-12-04,Amla- Phyllanthus emblica,1.0,1.0,,1.0,0.0,,,1.0,0.0,,2016,43
2016-08-05,Amla- Phyllanthus emblica,2.0,2.0,,0.0,0.0,,,2.0,2.0,,2016,28
2016-08-06,Amla- Phyllanthus emblica,1.0,1.0,,2.0,1.0,,,2.0,1.0,,2016,28
2019-02-10,Amla- Phyllanthus emblica,1.0,2.0,0.0,1.0,1.0,-2.0,-2.0,2.0,0.0,-2.0,2019,5
2019-02-17,Amla- Phyllanthus emblica,1.0,2.0,0.0,1.0,2.0,-2.0,-2.0,2.0,0.0,-2.0,2019,6
