Observation_ID,Date_of_observation,User_id,User_Tree_id,Species_id,Species_name,Lat,Long,Leaves_fresh,Leaves_mature,Leaves_old,Flowers_bud,Flowers_open,Flowers_male,Flowers_Female,Fruits_unripe,Fruits_ripe,Fruits_open,Year,Week
524097.0,2021-09-03,23512.0,102616.0,1171.0,Guava tree-Psidium guajava,27.28294,88.61097,2.0,2.0,1.0,1.0,2.0,-2.0,-2.0,2.0,1.0,-2.0,2021,32
524045.0,2021-08-12,23512.0,102616.0,1171.0,Guava tree-Psidium guajava,27.28294,88.61097,2.0,2.0,1.0,1.0,2.0,-2.0,-2.0,2.0,1.0,-2.0,2021,29
525686.0,2021-09-09,23512.0,102616.0,1171.0,Guava tree-Psidium guajava,27.28294,88.61097,2.0,2.0,1.0,1.0,2.0,-2.0,-2.0,2.0,1.0,-2.0,2021,33
522824.0,2021-08-27,23512.0,102616.0,1171.0,Guava tree-Psidium guajava,27.28294,88.61097,2.0,2.0,1.0,1.0,2.0,-2.0,-2.0,2.0,1.0,-2.0,2021,31
655108.0,2023-04-05,27060.0,133071.0,1090.0,Mango (all varieties)-Mangifera indica,27.18308,88.50115,1.0,2.0,0.0,2.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2023,12
655114.0,2023-04-05,27060.0,133074.0,1090.0,Mango (all varieties)-Mangifera indica,27.18376,88.50117,1.0,2.0,0.0,2.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2023,12
655110.0,2023-04-05,27060.0,133075.0,1090.0,Mango (all varieties)-Mangifera indica,27.18296,88.50181,1.0,2.0,0.0,1.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2023,12
655109.0,2023-04-05,27060.0,133076.0,1090.0,Mango (all varieties)-Mangifera indica,27.18295,88.50212,1.0,2.0,0.0,2.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2023,12
514509.0,2021-07-21,23203.0,101699.0,1037.0,Peepal-Ficus religiosa,27.3131,88.59315,2.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,-2.0,2021,26
307854.0,2019-04-05,19908.0,46007.0,1069.0,Pomegranate-Punica granatum,27.31095,88.59642,2.0,1.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2019,12
307649.0,2019-04-03,17878.0,45991.0,1045.0,Pride of India-Lagerstroemia speciosa,13.35504,74.78801,-1.0,2.0,-1.0,-1.0,2.0,-2.0,-2.0,-1.0,-1.0,-1.0,2019,12
387285.0,2019-12-30,17878.0,45991.0,1045.0,Pride of India-Lagerstroemia speciosa,13.35504,74.78801,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0,0.0,-1.0,2.0,2020,47
655103.0,2023-04-05,27060.0,133077.0,1015.0,Red Silk Cotton-Bombax ceiba,27.18403,88.50033,2.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,2.0,2023,12
655107.0,2023-04-05,27060.0,133078.0,1015.0,Red Silk Cotton-Bombax ceiba,27.18212,88.50152,2.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,2.0,2023,12
655106.0,2023-04-05,27060.0,133080.0,1015.0,Red Silk Cotton-Bombax ceiba,27.182,88.50228,2.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,2.0,2023,12
655104.0,2023-04-05,27060.0,133079.0,1015.0,Red Silk Cotton-Bombax ceiba,27.18198,88.50181,2.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,2.0,2023,12
655105.0,2023-04-05,27060.0,133081.0,1015.0,Red Silk Cotton-Bombax ceiba,27.18235,88.50336,2.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,2.0,2023,12
288965.0,2019-03-12,17878.0,30711.0,1015.0,Red Silk Cotton-Bombax ceiba,13.36136,74.78209,-1.0,1.0,0.0,1.0,2.0,-2.0,-2.0,-1.0,-1.0,-1.0,2019,9
