Date_of_observation,Species_name,Leaves_fresh,Leaves_mature,Leaves_old,Flowers_bud,Flowers_open,Flowers_male,Flowers_Female,Fruits_unripe,Fruits_ripe,Fruits_open,Year,Week,Lat,Long,Observation_ID,User_id,User_Tree_id
2018-11-30,Amla-Phyllanthus emblica,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43,23.27542,91.3421,236724.0,18939.0,15189.0
2018-11-30,Arjun-Terminalia arjuna,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43,23.27542,91.3421,235202.0,18939.0,13724.0
2018-11-30,Arjun-Terminalia arjuna,2.0,2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2018,43,23.27542,91.3421,235195.0,18939.0,13717.0
2018-11-30,Beheda-Terminalia bellirica,1.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43,23.27542,91.3421,236685.0,18939.0,15149.0
2018-12-03,Ber-Ziziphus mauritiana,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,0.0,-2.0,2018,43,23.27542,91.3421,247554.0,18939.0,25464.0
2018-11-30,Champa-Michelia champaca,2.0,2.0,1.0,-1.0,0.0,-2.0,-2.0,2.0,1.0,1.0,2018,43,23.27542,91.3421,235227.0,18939.0,13749.0
2018-11-30,Coconut palm-Cocos nucifera,2.0,2.0,0.0,2.0,2.0,-2.0,-2.0,2.0,0.0,-2.0,2018,43,23.27542,91.3421,235270.0,18939.0,13789.0
2018-12-01,Copper-pod-Peltophorum pterocarpum,0.0,2.0,2.0,1.0,0.0,-2.0,-2.0,1.0,2.0,-2.0,2018,43,23.27542,91.3421,239014.0,18939.0,17462.0
2018-11-30,Copper-pod-Peltophorum pterocarpum,2.0,2.0,0.0,2.0,1.0,-2.0,-2.0,2.0,0.0,-2.0,2018,43,23.29048,91.31836,236559.0,18939.0,15021.0
2018-11-30,Custard apple-Annona squamosa,2.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0,2018,43,23.27542,91.3421,236576.0,18939.0,15040.0
2018-11-30,Drumstick tree-Moringa oleifera,1.0,1.0,2.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43,23.27542,91.3421,236457.0,18939.0,14919.0
2018-11-30,Drumstick tree-Moringa oleifera,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43,23.27542,91.3421,236451.0,18939.0,14911.0
2018-11-30,Frangipani-Plumeria rubra,0.0,0.0,0.0,2.0,1.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43,23.27542,91.3421,236605.0,18939.0,15069.0
2018-11-30,Guava tree-Psidium guajava,2.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0,2018,43,23.27542,91.3421,235325.0,18939.0,13845.0
2018-11-30,Indian Laburnum-Cassia fistula,0.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43,23.27542,91.3421,236765.0,18939.0,15230.0
2018-11-30,Jackfruit-Artocarpus heterophyllus,2.0,2.0,1.0,2.0,-2.0,2.0,2.0,2.0,0.0,-2.0,2018,43,23.27542,91.3421,235236.0,18939.0,13758.0
2018-11-30,Jamun-Syzygium cumini,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43,23.27542,91.3421,235339.0,18939.0,13859.0
2018-11-30,Khajur-Phoenix sylvestris,2.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43,23.27542,91.3421,236658.0,18939.0,15122.0
2018-11-30,Mango (all varieties)-Mangifera indica,0.0,2.0,0.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0,2018,43,23.27542,91.3421,235314.0,18939.0,13835.0
2023-07-14,Nag Champa-Mesua ferrea,2.0,2.0,0.0,2.0,-2.0,-2.0,-2.0,1.0,0.0,-2.0,2023,25,23.66288,91.3051,676019.0,27797.0,141792.0
2018-11-30,Neem-Azadirachta indica,2.0,2.0,1.0,0.0,0.0,-2.0,-2.0,1.0,2.0,-2.0,2018,43,23.27542,91.3421,235275.0,18939.0,13795.0
2018-11-30,Oriental cashew-Semecarpus anacardium,1.0,2.0,1.0,1.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43,23.27542,91.3421,236801.0,18939.0,15267.0
2018-12-01,Pomelo tree-Citrus maxima,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,1.0,1.0,-2.0,2018,43,23.27542,91.3421,238947.0,18939.0,17394.0
2018-12-01,Red Silk Cotton-Bombax ceiba,0.0,1.0,2.0,1.0,1.0,-2.0,-2.0,-2.0,2.0,1.0,2018,43,23.27542,91.3421,239031.0,18939.0,17479.0
2018-11-30,Sal-Shorea robusta,2.0,2.0,1.0,1.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43,23.27542,91.3421,236737.0,18939.0,15202.0
2018-12-01,Siris-Albizia lebbeck,1.0,2.0,2.0,1.0,1.0,-2.0,-2.0,2.0,1.0,-2.0,2018,43,23.27542,91.3421,238969.0,18939.0,17416.0
2018-11-30,Teak-Tectona grandis,1.0,2.0,1.0,0.0,2.0,-2.0,-2.0,2.0,1.0,-2.0,2018,43,23.27542,91.3421,235335.0,18939.0,13856.0
2018-11-30,Toddy Palm-Borassus flabellifer,2.0,2.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,-2.0,2018,43,23.27542,91.3421,235347.0,18939.0,13868.0
2018-11-30,White Silk Cotton-Ceiba pentandra,1.0,2.0,1.0,2.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,2018,43,23.27542,91.3421,236634.0,18939.0,15098.0
2018-11-30,Wood Apple-Aegle marmelos,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0,2.0,1.0,-2.0,2018,43,23.27542,91.3421,235258.0,18939.0,13778.0
