Date_of_observation,Species_name,Leaves_fresh,Leaves_mature,Leaves_old,Flowers_bud,Flowers_open,Flowers_male,Flowers_Female,Fruits_unripe,Fruits_ripe,Fruits_open,Year,Week,Lat,Long,Observation_ID,User_id,User_Tree_id
2019-06-16,African Tulip-Spathodea campanulata,2.0,2.0,1.0,-2.0,1.0,-2.0,-2.0,-2.0,0.0,-2.0,2019,21,26.87618,80.95327,323005.0,20324.0,55267.0
2023-04-14,African Tulip-Spathodea campanulata,1.0,2.0,-2.0,-2.0,1.0,-2.0,-2.0,0.0,0.0,0.0,2023,13,28.56074,77.39418,655995.0,27281.0,135554.0
2023-11-26,Black Siris-Albizia odoratissima,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2023,42,26.34961,79.97925,706354.0,24966.0,149307.0
2023-04-15,Amla-Phyllanthus emblica,2.0,2.0,0.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0,2023,13,28.54181,77.33261,656279.0,27095.0,135215.0
2023-04-15,Amla-Phyllanthus emblica,2.0,2.0,0.0,2.0,2.0,-2.0,-2.0,0.0,1.0,-2.0,2023,13,28.54181,77.33261,656278.0,27095.0,135214.0
2023-04-15,Amla-Phyllanthus emblica,2.0,2.0,0.0,2.0,2.0,-2.0,-2.0,0.0,1.0,-2.0,2023,13,28.54181,77.33261,656277.0,27095.0,135213.0
2023-04-15,Amla-Phyllanthus emblica,2.0,2.0,0.0,2.0,2.0,-2.0,-2.0,0.0,0.0,-2.0,2023,13,28.54181,77.33261,656276.0,27095.0,135212.0
2023-04-15,Amla-Phyllanthus emblica,2.0,2.0,0.0,2.0,2.0,-2.0,-2.0,0.0,1.0,-2.0,2023,13,28.54181,77.33261,656275.0,27095.0,135211.0
2023-04-15,Amla-Phyllanthus emblica,2.0,2.0,0.0,2.0,2.0,-2.0,-2.0,0.0,1.0,-2.0,2023,13,28.54181,77.33261,656274.0,27095.0,135210.0
2023-04-15,Amla-Phyllanthus emblica,2.0,2.0,0.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0,2023,13,28.54181,77.33261,656273.0,27095.0,135209.0
2023-04-15,Amla-Phyllanthus emblica,2.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2023,13,28.54181,77.33261,656272.0,27095.0,135208.0
2023-04-15,Amla-Phyllanthus emblica,2.0,2.0,0.0,2.0,2.0,-2.0,-2.0,0.0,2.0,-2.0,2023,13,28.54181,77.33261,656271.0,27095.0,135207.0
2023-04-15,Amla-Phyllanthus emblica,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023,13,28.54181,77.33261,656270.0,27095.0,135206.0
2023-04-08,Amla-Phyllanthus emblica,2.0,0.0,0.0,2.0,2.0,-2.0,-2.0,0.0,1.0,-2.0,2023,12,28.54181,77.33261,654495.0,27095.0,135213.0
