,Unnamed: 0,id,species_id,species_name,updated_at,week,Leaves_fresh,Leaves_mature,Leaves_old,Flowers_bud,Flowers_open,Flowers_male,Flowers_Female,Fruits_unripe,Fruits_ripe,Fruits_open
2672,2672,56,1062,Khajur-Phoenix sylvestris,,32,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2673,2673,56,1062,Khajur-Phoenix sylvestris,,33,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2674,2674,56,1062,Khajur-Phoenix sylvestris,,34,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2675,2675,56,1062,Khajur-Phoenix sylvestris,,35,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2676,2676,56,1062,Khajur-Phoenix sylvestris,,36,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2677,2677,56,1062,Khajur-Phoenix sylvestris,,37,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2678,2678,56,1062,Khajur-Phoenix sylvestris,,38,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2679,2679,56,1062,Khajur-Phoenix sylvestris,,39,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2680,2680,56,1062,Khajur-Phoenix sylvestris,,40,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2681,2681,56,1062,Khajur-Phoenix sylvestris,,41,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2682,2682,56,1062,Khajur-Phoenix sylvestris,,42,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2683,2683,56,1062,Khajur-Phoenix sylvestris,,43,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2684,2684,56,1062,Khajur-Phoenix sylvestris,,44,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2685,2685,56,1062,Khajur-Phoenix sylvestris,,45,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2686,2686,56,1062,Khajur-Phoenix sylvestris,,46,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2687,2687,56,1062,Khajur-Phoenix sylvestris,,47,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2688,2688,57,1063,Amla-Phyllanthus emblica,,0,-2,-2,-2,1,1,-2,-2,0,0,-2
2689,2689,57,1063,Amla-Phyllanthus emblica,,1,-2,-2,-2,1,1,-2,-2,0,0,-2
2690,2690,57,1063,Amla-Phyllanthus emblica,,2,-2,-2,-2,1,1,-2,-2,0,0,-2
2691,2691,57,1063,Amla-Phyllanthus emblica,,3,-2,-2,-2,1,1,-2,-2,0,0,-2
2692,2692,57,1063,Amla-Phyllanthus emblica,,4,-2,-2,-2,1,1,-2,-2,0,0,-2
2693,2693,57,1063,Amla-Phyllanthus emblica,,5,-2,-2,-2,1,1,-2,-2,0,0,-2
2694,2694,57,1063,Amla-Phyllanthus emblica,,6,-2,-2,-2,1,1,-2,-2,0,0,-2
2695,2695,57,1063,Amla-Phyllanthus emblica,,7,-2,-2,-2,1,1,-2,-2,0,0,-2
2696,2696,57,1063,Amla-Phyllanthus emblica,,8,-2,-2,-2,1,1,-2,-2,1,1,-2
2697,2697,57,1063,Amla-Phyllanthus emblica,,9,-2,-2,-2,1,1,-2,-2,1,1,-2
2698,2698,57,1063,Amla-Phyllanthus emblica,,10,-2,-2,-2,1,1,-2,-2,1,1,-2
2699,2699,57,1063,Amla-Phyllanthus emblica,,11,-2,-2,-2,1,1,-2,-2,1,1,-2
2700,2700,57,1063,Amla-Phyllanthus emblica,,12,-2,-2,-2,0,0,-2,-2,1,1,-2
2701,2701,57,1063,Amla-Phyllanthus emblica,,13,-2,-2,-2,0,0,-2,-2,1,1,-2
2702,2702,57,1063,Amla-Phyllanthus emblica,,14,-2,-2,-2,0,0,-2,-2,1,1,-2
2703,2703,57,1063,Amla-Phyllanthus emblica,,15,-2,-2,-2,0,0,-2,-2,1,1,-2
2704,2704,57,1063,Amla-Phyllanthus emblica,,16,-2,-2,-2,0,0,-2,-2,1,1,-2
2705,2705,57,1063,Amla-Phyllanthus emblica,,17,-2,-2,-2,0,0,-2,-2,1,1,-2
2706,2706,57,1063,Amla-Phyllanthus emblica,,18,-2,-2,-2,0,0,-2,-2,1,1,-2
2707,2707,57,1063,Amla-Phyllanthus emblica,,19,-2,-2,-2,0,0,-2,-2,1,1,-2
2708,2708,57,1063,Amla-Phyllanthus emblica,,20,-2,-2,-2,0,0,-2,-2,1,1,-2
2709,2709,57,1063,Amla-Phyllanthus emblica,,21,-2,-2,-2,0,0,-2,-2,1,1,-2
2710,2710,57,1063,Amla-Phyllanthus emblica,,22,-2,-2,-2,0,0,-2,-2,1,1,-2
2711,2711,57,1063,Amla-Phyllanthus emblica,,23,-2,-2,-2,0,0,-2,-2,1,1,-2
2712,2712,57,1063,Amla-Phyllanthus emblica,,24,-2,-2,-2,0,0,-2,-2,1,1,-2
2713,2713,57,1063,Amla-Phyllanthus emblica,,25,-2,-2,-2,0,0,-2,-2,1,1,-2
2714,2714,57,1063,Amla-Phyllanthus emblica,,26,-2,-2,-2,0,0,-2,-2,1,1,-2
2715,2715,57,1063,Amla-Phyllanthus emblica,,27,-2,-2,-2,0,0,-2,-2,1,1,-2
2716,2716,57,1063,Amla-Phyllanthus emblica,,28,-2,-2,-2,0,0,-2,-2,1,1,-2
2717,2717,57,1063,Amla-Phyllanthus emblica,,29,-2,-2,-2,0,0,-2,-2,1,1,-2
2718,2718,57,1063,Amla-Phyllanthus emblica,,30,-2,-2,-2,0,0,-2,-2,1,1,-2
2719,2719,57,1063,Amla-Phyllanthus emblica,,31,-2,-2,-2,0,0,-2,-2,1,1,-2
2720,2720,57,1063,Amla-Phyllanthus emblica,,32,-2,-2,-2,0,0,-2,-2,1,1,-2
2721,2721,57,1063,Amla-Phyllanthus emblica,,33,-2,-2,-2,0,0,-2,-2,1,1,-2
2722,2722,57,1063,Amla-Phyllanthus emblica,,34,-2,-2,-2,0,0,-2,-2,1,1,-2
2723,2723,57,1063,Amla-Phyllanthus emblica,,35,-2,-2,-2,0,0,-2,-2,1,1,-2
2724,2724,57,1063,Amla-Phyllanthus emblica,,36,-2,-2,-2,0,0,-2,-2,1,1,-2
2725,2725,57,1063,Amla-Phyllanthus emblica,,37,-2,-2,-2,0,0,-2,-2,1,1,-2
2726,2726,57,1063,Amla-Phyllanthus emblica,,38,-2,-2,-2,0,0,-2,-2,1,1,-2
2727,2727,57,1063,Amla-Phyllanthus emblica,,39,-2,-2,-2,0,0,-2,-2,1,1,-2
2728,2728,57,1063,Amla-Phyllanthus emblica,,40,-2,-2,-2,0,0,-2,-2,0,0,-2
2729,2729,57,1063,Amla-Phyllanthus emblica,,41,-2,-2,-2,0,0,-2,-2,0,0,-2
2730,2730,57,1063,Amla-Phyllanthus emblica,,42,-2,-2,-2,0,0,-2,-2,0,0,-2
2731,2731,57,1063,Amla-Phyllanthus emblica,,43,-2,-2,-2,0,0,-2,-2,0,0,-2
2732,2732,57,1063,Amla-Phyllanthus emblica,,44,-2,-2,-2,1,1,-2,-2,0,0,-2
2733,2733,57,1063,Amla-Phyllanthus emblica,,45,-2,-2,-2,1,1,-2,-2,0,0,-2
2734,2734,57,1063,Amla-Phyllanthus emblica,,46,-2,-2,-2,1,1,-2,-2,0,0,-2
2735,2735,57,1063,Amla-Phyllanthus emblica,,47,-2,-2,-2,1,1,-2,-2,0,0,-2
2736,2736,58,1064,Jungle Jalebi-Pithecellobium dulce,,0,-2,-2,-2,1,1,-2,-2,0,0,0
2737,2737,58,1064,Jungle Jalebi-Pithecellobium dulce,,1,-2,-2,-2,1,1,-2,-2,0,0,0
2738,2738,58,1064,Jungle Jalebi-Pithecellobium dulce,,2,-2,-2,-2,1,1,-2,-2,0,0,0
2739,2739,58,1064,Jungle Jalebi-Pithecellobium dulce,,3,-2,-2,-2,1,1,-2,-2,0,0,0
2740,2740,58,1064,Jungle Jalebi-Pithecellobium dulce,,4,-2,-2,-2,1,1,-2,-2,0,0,0
2741,2741,58,1064,Jungle Jalebi-Pithecellobium dulce,,5,-2,-2,-2,1,1,-2,-2,0,0,0
2742,2742,58,1064,Jungle Jalebi-Pithecellobium dulce,,6,-2,-2,-2,1,1,-2,-2,0,0,0
2743,2743,58,1064,Jungle Jalebi-Pithecellobium dulce,,7,-2,-2,-2,1,1,-2,-2,0,0,0
2744,2744,58,1064,Jungle Jalebi-Pithecellobium dulce,,8,-2,-2,-2,1,1,-2,-2,0,0,0
2745,2745,58,1064,Jungle Jalebi-Pithecellobium dulce,,9,-2,-2,-2,1,1,-2,-2,0,0,0
2746,2746,58,1064,Jungle Jalebi-Pithecellobium dulce,,10,-2,-2,-2,1,1,-2,-2,0,0,0
2747,2747,58,1064,Jungle Jalebi-Pithecellobium dulce,,11,-2,-2,-2,1,1,-2,-2,0,0,0
2748,2748,58,1064,Jungle Jalebi-Pithecellobium dulce,,12,-2,-2,-2,1,1,-2,-2,1,1,1
2749,2749,58,1064,Jungle Jalebi-Pithecellobium dulce,,13,-2,-2,-2,1,1,-2,-2,1,1,1
2750,2750,58,1064,Jungle Jalebi-Pithecellobium dulce,,14,-2,-2,-2,1,1,-2,-2,1,1,1
2751,2751,58,1064,Jungle Jalebi-Pithecellobium dulce,,15,-2,-2,-2,1,1,-2,-2,1,1,1
2752,2752,58,1064,Jungle Jalebi-Pithecellobium dulce,,16,-2,-2,-2,0,0,-2,-2,1,1,1
2753,2753,58,1064,Jungle Jalebi-Pithecellobium dulce,,17,-2,-2,-2,0,0,-2,-2,1,1,1
2754,2754,58,1064,Jungle Jalebi-Pithecellobium dulce,,18,-2,-2,-2,0,0,-2,-2,1,1,1
2755,2755,58,1064,Jungle Jalebi-Pithecellobium dulce,,19,-2,-2,-2,0,0,-2,-2,1,1,1
2756,2756,58,1064,Jungle Jalebi-Pithecellobium dulce,,20,-2,-2,-2,0,0,-2,-2,1,1,1
2757,2757,58,1064,Jungle Jalebi-Pithecellobium dulce,,21,-2,-2,-2,0,0,-2,-2,1,1,1
2758,2758,58,1064,Jungle Jalebi-Pithecellobium dulce,,22,-2,-2,-2,0,0,-2,-2,1,1,1
2759,2759,58,1064,Jungle Jalebi-Pithecellobium dulce,,23,-2,-2,-2,0,0,-2,-2,1,1,1
2760,2760,58,1064,Jungle Jalebi-Pithecellobium dulce,,24,-2,-2,-2,0,0,-2,-2,1,1,1
2761,2761,58,1064,Jungle Jalebi-Pithecellobium dulce,,25,-2,-2,-2,0,0,-2,-2,1,1,1
2762,2762,58,1064,Jungle Jalebi-Pithecellobium dulce,,26,-2,-2,-2,0,0,-2,-2,1,1,1
2763,2763,58,1064,Jungle Jalebi-Pithecellobium dulce,,27,-2,-2,-2,0,0,-2,-2,1,1,1
2764,2764,58,1064,Jungle Jalebi-Pithecellobium dulce,,28,-2,-2,-2,0,0,-2,-2,0,0,0
2765,2765,58,1064,Jungle Jalebi-Pithecellobium dulce,,29,-2,-2,-2,0,0,-2,-2,0,0,0
2766,2766,58,1064,Jungle Jalebi-Pithecellobium dulce,,30,-2,-2,-2,0,0,-2,-2,0,0,0
2767,2767,58,1064,Jungle Jalebi-Pithecellobium dulce,,31,-2,-2,-2,0,0,-2,-2,0,0,0
2768,2768,58,1064,Jungle Jalebi-Pithecellobium dulce,,32,-2,-2,-2,0,0,-2,-2,0,0,0
2769,2769,58,1064,Jungle Jalebi-Pithecellobium dulce,,33,-2,-2,-2,0,0,-2,-2,0,0,0
2770,2770,58,1064,Jungle Jalebi-Pithecellobium dulce,,34,-2,-2,-2,0,0,-2,-2,0,0,0
2771,2771,58,1064,Jungle Jalebi-Pithecellobium dulce,,35,-2,-2,-2,0,0,-2,-2,0,0,0
2772,2772,58,1064,Jungle Jalebi-Pithecellobium dulce,,36,-2,-2,-2,0,0,-2,-2,0,0,0
2773,2773,58,1064,Jungle Jalebi-Pithecellobium dulce,,37,-2,-2,-2,0,0,-2,-2,0,0,0
2774,2774,58,1064,Jungle Jalebi-Pithecellobium dulce,,38,-2,-2,-2,0,0,-2,-2,0,0,0
2775,2775,58,1064,Jungle Jalebi-Pithecellobium dulce,,39,-2,-2,-2,0,0,-2,-2,0,0,0
2776,2776,58,1064,Jungle Jalebi-Pithecellobium dulce,,40,-2,-2,-2,0,0,-2,-2,0,0,0
2777,2777,58,1064,Jungle Jalebi-Pithecellobium dulce,,41,-2,-2,-2,0,0,-2,-2,0,0,0
2778,2778,58,1064,Jungle Jalebi-Pithecellobium dulce,,42,-2,-2,-2,0,0,-2,-2,0,0,0
2779,2779,58,1064,Jungle Jalebi-Pithecellobium dulce,,43,-2,-2,-2,0,0,-2,-2,0,0,0
2780,2780,58,1064,Jungle Jalebi-Pithecellobium dulce,,44,-2,-2,-2,0,0,-2,-2,0,0,0
2781,2781,58,1064,Jungle Jalebi-Pithecellobium dulce,,45,-2,-2,-2,0,0,-2,-2,0,0,0
2782,2782,58,1064,Jungle Jalebi-Pithecellobium dulce,,46,-2,-2,-2,0,0,-2,-2,0,0,0
2783,2783,58,1064,Jungle Jalebi-Pithecellobium dulce,,47,-2,-2,-2,0,0,-2,-2,0,0,0
2784,2784,59,1052,Champa-Michelia champaca,,0,-2,-2,-2,0,0,-2,-2,0,0,0
2785,2785,59,1052,Champa-Michelia champaca,,1,-2,-2,-2,0,0,-2,-2,0,0,0
2786,2786,59,1052,Champa-Michelia champaca,,2,-2,-2,-2,0,0,-2,-2,0,0,0
2787,2787,59,1052,Champa-Michelia champaca,,3,-2,-2,-2,0,0,-2,-2,0,0,0
2788,2788,59,1052,Champa-Michelia champaca,,4,-2,-2,-2,1,1,-2,-2,0,0,0
2789,2789,59,1052,Champa-Michelia champaca,,5,-2,-2,-2,1,1,-2,-2,0,0,0
2790,2790,59,1052,Champa-Michelia champaca,,6,-2,-2,-2,1,1,-2,-2,0,0,0
2791,2791,59,1052,Champa-Michelia champaca,,7,-2,-2,-2,1,1,-2,-2,0,0,0
2792,2792,59,1052,Champa-Michelia champaca,,8,-2,-2,-2,1,1,-2,-2,0,0,0
2793,2793,59,1052,Champa-Michelia champaca,,9,-2,-2,-2,1,1,-2,-2,0,0,0
2794,2794,59,1052,Champa-Michelia champaca,,10,-2,-2,-2,1,1,-2,-2,0,0,0
2795,2795,59,1052,Champa-Michelia champaca,,11,-2,-2,-2,1,1,-2,-2,0,0,0
2796,2796,59,1052,Champa-Michelia champaca,,12,-2,-2,-2,1,1,-2,-2,0,0,0
2797,2797,59,1052,Champa-Michelia champaca,,13,-2,-2,-2,1,1,-2,-2,0,0,0
2798,2798,59,1052,Champa-Michelia champaca,,14,-2,-2,-2,1,1,-2,-2,0,0,0
2799,2799,59,1052,Champa-Michelia champaca,,15,-2,-2,-2,1,1,-2,-2,0,0,0
2800,2800,59,1052,Champa-Michelia champaca,,16,-2,-2,-2,1,1,-2,-2,0,0,0
2801,2801,59,1052,Champa-Michelia champaca,,17,-2,-2,-2,1,1,-2,-2,0,0,0
2802,2802,59,1052,Champa-Michelia champaca,,18,-2,-2,-2,1,1,-2,-2,0,0,0
2803,2803,59,1052,Champa-Michelia champaca,,19,-2,-2,-2,1,1,-2,-2,0,0,0
2804,2804,59,1052,Champa-Michelia champaca,,20,-2,-2,-2,1,1,-2,-2,0,0,0
2805,2805,59,1052,Champa-Michelia champaca,,21,-2,-2,-2,1,1,-2,-2,0,0,0
2806,2806,59,1052,Champa-Michelia champaca,,22,-2,-2,-2,1,1,-2,-2,0,0,0
2807,2807,59,1052,Champa-Michelia champaca,,23,-2,-2,-2,1,1,-2,-2,0,0,0
2808,2808,59,1052,Champa-Michelia champaca,,24,-2,-2,-2,0,0,-2,-2,1,1,1
2809,2809,59,1052,Champa-Michelia champaca,,25,-2,-2,-2,0,0,-2,-2,1,1,1
2810,2810,59,1052,Champa-Michelia champaca,,26,-2,-2,-2,0,0,-2,-2,1,1,1
2811,2811,59,1052,Champa-Michelia champaca,,27,-2,-2,-2,0,0,-2,-2,1,1,1
2812,2812,59,1052,Champa-Michelia champaca,,28,-2,-2,-2,0,0,-2,-2,1,1,1
2813,2813,59,1052,Champa-Michelia champaca,,29,-2,-2,-2,0,0,-2,-2,1,1,1
2814,2814,59,1052,Champa-Michelia champaca,,30,-2,-2,-2,0,0,-2,-2,1,1,1
2815,2815,59,1052,Champa-Michelia champaca,,31,-2,-2,-2,0,0,-2,-2,1,1,1
2816,2816,59,1052,Champa-Michelia champaca,,32,-2,-2,-2,0,0,-2,-2,1,1,1
2817,2817,59,1052,Champa-Michelia champaca,,33,-2,-2,-2,0,0,-2,-2,1,1,1
2818,2818,59,1052,Champa-Michelia champaca,,34,-2,-2,-2,0,0,-2,-2,1,1,1
2819,2819,59,1052,Champa-Michelia champaca,,35,-2,-2,-2,0,0,-2,-2,1,1,1
2820,2820,59,1052,Champa-Michelia champaca,,36,-2,-2,-2,0,0,-2,-2,0,0,0
2821,2821,59,1052,Champa-Michelia champaca,,37,-2,-2,-2,0,0,-2,-2,0,0,0
2822,2822,59,1052,Champa-Michelia champaca,,38,-2,-2,-2,0,0,-2,-2,0,0,0
2823,2823,59,1052,Champa-Michelia champaca,,39,-2,-2,-2,0,0,-2,-2,0,0,0
2824,2824,59,1052,Champa-Michelia champaca,,40,-2,-2,-2,0,0,-2,-2,0,0,0
2825,2825,59,1052,Champa-Michelia champaca,,41,-2,-2,-2,0,0,-2,-2,0,0,0
2826,2826,59,1052,Champa-Michelia champaca,,42,-2,-2,-2,0,0,-2,-2,0,0,0
2827,2827,59,1052,Champa-Michelia champaca,,43,-2,-2,-2,0,0,-2,-2,0,0,0
2828,2828,59,1052,Champa-Michelia champaca,,44,-2,-2,-2,0,0,-2,-2,0,0,0
2829,2829,59,1052,Champa-Michelia champaca,,45,-2,-2,-2,0,0,-2,-2,0,0,0
2830,2830,59,1052,Champa-Michelia champaca,,46,-2,-2,-2,0,0,-2,-2,0,0,0
2831,2831,59,1052,Champa-Michelia champaca,,47,-2,-2,-2,0,0,-2,-2,0,0,0
2832,2832,60,1056,Silkworm Mulberry-Morus alba,,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2833,2833,60,1056,Silkworm Mulberry-Morus alba,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2834,2834,60,1056,Silkworm Mulberry-Morus alba,,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2835,2835,60,1056,Silkworm Mulberry-Morus alba,,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2836,2836,60,1056,Silkworm Mulberry-Morus alba,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2837,2837,60,1056,Silkworm Mulberry-Morus alba,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2838,2838,60,1056,Silkworm Mulberry-Morus alba,,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2839,2839,60,1056,Silkworm Mulberry-Morus alba,,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2840,2840,60,1056,Silkworm Mulberry-Morus alba,,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2841,2841,60,1056,Silkworm Mulberry-Morus alba,,9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2842,2842,60,1056,Silkworm Mulberry-Morus alba,,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2843,2843,60,1056,Silkworm Mulberry-Morus alba,,11,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2844,2844,60,1056,Silkworm Mulberry-Morus alba,,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2845,2845,60,1056,Silkworm Mulberry-Morus alba,,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2846,2846,60,1056,Silkworm Mulberry-Morus alba,,14,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2847,2847,60,1056,Silkworm Mulberry-Morus alba,,15,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2848,2848,60,1056,Silkworm Mulberry-Morus alba,,16,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2849,2849,60,1056,Silkworm Mulberry-Morus alba,,17,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2850,2850,60,1056,Silkworm Mulberry-Morus alba,,18,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2851,2851,60,1056,Silkworm Mulberry-Morus alba,,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2852,2852,60,1056,Silkworm Mulberry-Morus alba,,20,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2853,2853,60,1056,Silkworm Mulberry-Morus alba,,21,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2854,2854,60,1056,Silkworm Mulberry-Morus alba,,22,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2855,2855,60,1056,Silkworm Mulberry-Morus alba,,23,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2856,2856,60,1056,Silkworm Mulberry-Morus alba,,24,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2857,2857,60,1056,Silkworm Mulberry-Morus alba,,25,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2858,2858,60,1056,Silkworm Mulberry-Morus alba,,26,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2859,2859,60,1056,Silkworm Mulberry-Morus alba,,27,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2860,2860,60,1056,Silkworm Mulberry-Morus alba,,28,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2861,2861,60,1056,Silkworm Mulberry-Morus alba,,29,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2862,2862,60,1056,Silkworm Mulberry-Morus alba,,30,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2863,2863,60,1056,Silkworm Mulberry-Morus alba,,31,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2864,2864,60,1056,Silkworm Mulberry-Morus alba,,32,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2865,2865,60,1056,Silkworm Mulberry-Morus alba,,33,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2866,2866,60,1056,Silkworm Mulberry-Morus alba,,34,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2867,2867,60,1056,Silkworm Mulberry-Morus alba,,35,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2868,2868,60,1056,Silkworm Mulberry-Morus alba,,36,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2869,2869,60,1056,Silkworm Mulberry-Morus alba,,37,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2870,2870,60,1056,Silkworm Mulberry-Morus alba,,38,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2871,2871,60,1056,Silkworm Mulberry-Morus alba,,39,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2872,2872,60,1056,Silkworm Mulberry-Morus alba,,40,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2873,2873,60,1056,Silkworm Mulberry-Morus alba,,41,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2874,2874,60,1056,Silkworm Mulberry-Morus alba,,42,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2875,2875,60,1056,Silkworm Mulberry-Morus alba,,43,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2876,2876,60,1056,Silkworm Mulberry-Morus alba,,44,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2877,2877,60,1056,Silkworm Mulberry-Morus alba,,45,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2878,2878,60,1056,Silkworm Mulberry-Morus alba,,46,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2879,2879,60,1056,Silkworm Mulberry-Morus alba,,47,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2880,2880,61,1065,Mast Tree-Monoon longifolium,,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2881,2881,61,1065,Mast Tree-Monoon longifolium,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2882,2882,61,1065,Mast Tree-Monoon longifolium,,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2883,2883,61,1065,Mast Tree-Monoon longifolium,,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2884,2884,61,1065,Mast Tree-Monoon longifolium,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2885,2885,61,1065,Mast Tree-Monoon longifolium,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2886,2886,61,1065,Mast Tree-Monoon longifolium,,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2887,2887,61,1065,Mast Tree-Monoon longifolium,,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2888,2888,61,1065,Mast Tree-Monoon longifolium,,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2889,2889,61,1065,Mast Tree-Monoon longifolium,,9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2890,2890,61,1065,Mast Tree-Monoon longifolium,,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2891,2891,61,1065,Mast Tree-Monoon longifolium,,11,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2892,2892,61,1065,Mast Tree-Monoon longifolium,,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2893,2893,61,1065,Mast Tree-Monoon longifolium,,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2894,2894,61,1065,Mast Tree-Monoon longifolium,,14,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2895,2895,61,1065,Mast Tree-Monoon longifolium,,15,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2896,2896,61,1065,Mast Tree-Monoon longifolium,,16,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2897,2897,61,1065,Mast Tree-Monoon longifolium,,17,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2898,2898,61,1065,Mast Tree-Monoon longifolium,,18,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2899,2899,61,1065,Mast Tree-Monoon longifolium,,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2900,2900,61,1065,Mast Tree-Monoon longifolium,,20,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2901,2901,61,1065,Mast Tree-Monoon longifolium,,21,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2902,2902,61,1065,Mast Tree-Monoon longifolium,,22,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2903,2903,61,1065,Mast Tree-Monoon longifolium,,23,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2904,2904,61,1065,Mast Tree-Monoon longifolium,,24,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2905,2905,61,1065,Mast Tree-Monoon longifolium,,25,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2906,2906,61,1065,Mast Tree-Monoon longifolium,,26,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2907,2907,61,1065,Mast Tree-Monoon longifolium,,27,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2908,2908,61,1065,Mast Tree-Monoon longifolium,,28,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2909,2909,61,1065,Mast Tree-Monoon longifolium,,29,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2910,2910,61,1065,Mast Tree-Monoon longifolium,,30,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2911,2911,61,1065,Mast Tree-Monoon longifolium,,31,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2912,2912,61,1065,Mast Tree-Monoon longifolium,,32,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
