,State_name,Species_id,Species_name,Year,Week,Leaves_fresh,Leaves_mature,Leaves_old,Flowers_bud,Flowers_open,Flowers_male,Flowers_Female,Fruits_unripe,Fruits_ripe,Fruits_open
19,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,19,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
20,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,20,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
21,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,21,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
22,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,22,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
23,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,23,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
24,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,24,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
25,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,25,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
26,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,26,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
27,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,27,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
28,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,28,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
29,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,29,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
30,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,30,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
31,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,31,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
32,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,32,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
33,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,33,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
34,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,34,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
35,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,35,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
36,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,36,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
37,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,37,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
38,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,38,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
39,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,39,1.0,2.0,1.0,0.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
40,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,40,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
41,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,41,1.0,2.0,1.0,1.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
42,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,42,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
43,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,43,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
44,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,44,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
45,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,45,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
46,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,46,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
47,kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,47,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
48,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,0,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
49,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,1,1.0,2.0,1.0,1.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
50,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,2,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
51,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,3,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
52,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,4,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
53,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,5,1.0,2.0,1.0,1.0,2.0,-2.0,-2.0,1.0,0.0,-2.0
54,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,6,1.0,2.0,1.0,2.0,2.0,-2.0,-2.0,1.0,0.0,-2.0
55,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,7,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,0.0,-2.0
56,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,8,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,0.0,-2.0
57,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,9,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,0.0,-2.0
58,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,10,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0
59,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,11,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,0.0,-2.0
60,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,12,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,0.0,-2.0
61,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,13,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0
62,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,14,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0
63,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,15,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0
64,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,16,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0
65,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,17,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,1.0,-2.0
66,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,18,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,1.0,-2.0
67,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,19,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,1.0,-2.0
68,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,20,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,1.0,-2.0
69,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,21,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,1.0,1.0,-2.0
70,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,22,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,1.0,1.0,-2.0
71,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,23,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,1.0,1.0,-2.0
72,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,24,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
73,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,25,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
74,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,26,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
75,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,27,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
76,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,28,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
77,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,29,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
78,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,30,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
79,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,31,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
80,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,32,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
81,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,33,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
82,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,34,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
83,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,35,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
84,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,36,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
85,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,37,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
86,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,38,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
87,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,39,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
88,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,40,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
89,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,41,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
90,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,42,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
91,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,43,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
92,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,44,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
93,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,45,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
94,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,46,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
95,kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,47,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
96,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,0,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
97,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,1,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
98,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,2,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
99,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,3,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
100,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,4,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
101,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,5,1.0,2.0,0.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
102,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,6,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
103,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,7,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
104,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,8,1.0,2.0,0.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
105,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,9,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
106,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,10,0.0,2.0,0.0,0.0,1.0,-2.0,-2.0,2.0,0.0,-2.0
107,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,11,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,1.0,0.0,-2.0
108,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,12,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,2.0,1.0,-2.0
109,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,13,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,2.0,1.0,-2.0
110,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,14,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,1.0,2.0,-2.0
111,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,15,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,1.0,2.0,-2.0
112,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,16,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,2.0,-2.0
113,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,17,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,1.0,-2.0
114,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,18,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,1.0,-2.0
115,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,19,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,1.0,-2.0
116,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,20,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,1.0,-2.0
117,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,21,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
118,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,22,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
119,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,23,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
120,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,24,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
121,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,25,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
122,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,26,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
123,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,27,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
124,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,28,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
125,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,29,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
126,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,30,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
127,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,31,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
128,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,32,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
129,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,33,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
130,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,34,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
131,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,35,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
132,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,36,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
133,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,37,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
134,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,38,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
135,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,39,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
136,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,40,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
137,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,41,1.0,2.0,1.0,1.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
138,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,42,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
139,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,43,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
140,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,44,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
141,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,45,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
142,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,46,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
143,kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,47,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
144,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,0,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
145,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,1,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
146,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,2,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
147,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,3,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
148,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,4,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
149,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,5,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
150,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,6,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
151,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,7,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
152,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,8,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0
153,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,9,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0
154,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,10,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,1.0,-2.0
155,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,11,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,1.0,-2.0
156,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,12,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
157,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,13,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
158,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,14,1.0,2.0,1.0,0.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
159,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,15,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,1.0,-2.0
160,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,16,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,1.0,1.0,-2.0
161,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,17,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,1.0,1.0,-2.0
162,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,18,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
163,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,19,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,1.0,1.0,-2.0
164,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,20,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,1.0,1.0,-2.0
165,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,21,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,1.0,-2.0
166,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,22,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,1.0,-2.0
167,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,23,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
168,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,24,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
169,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,25,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
170,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,26,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
171,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,27,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
172,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,28,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
173,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,29,1.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
174,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,30,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
175,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,31,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
176,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,32,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
177,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,33,0.0,2.0,0.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
178,kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,34,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
