Observation_ID,Date_of_observation,User_id,User_Tree_id,Species_name,Lat,Long,State_name,Leaves_fresh,Leaves_mature,Leaves_old,Flowers_bud,Flowers_open,Flowers_male,Flowers_Female,Fruits_unripe,Fruits_ripe,Fruits_open,Year,Week
277464.0,2019-01-28,19373.0,23275.0,African tulip- Spathodea campanulata,17.35661,78.42775,Telangana,0.0,2.0,0.0,2.0,2.0,-2.0,-2.0,0.0,0.0,0.0,2019,3
281555.0,2019-02-04,19373.0,23275.0,African tulip- Spathodea campanulata,17.35661,78.42775,Telangana,0.0,2.0,0.0,2.0,2.0,-2.0,-2.0,0.0,0.0,0.0,2019,4
281611.0,2019-02-11,19373.0,23275.0,African tulip- Spathodea campanulata,17.35661,78.42775,Telangana,0.0,2.0,0.0,1.0,2.0,-2.0,-2.0,1.0,0.0,0.0,2019,5
254010.0,2018-12-15,19373.0,23275.0,African tulip- Spathodea campanulata,17.35661,78.42775,Telangana,2.0,2.0,,2.0,2.0,,,0.0,0.0,,2018,46
254006.0,2018-12-08,19373.0,23275.0,African tulip- Spathodea campanulata,17.35661,78.42775,Telangana,1.0,2.0,,1.0,2.0,,,0.0,0.0,,2018,45
245344.0,2018-12-02,19389.0,23522.0,African tulip- Spathodea campanulata,17.42352,78.41661,Telangana,0.0,2.0,0.0,2.0,2.0,-2.0,-2.0,0.0,0.0,-2.0,2018,44
245074.0,2018-12-02,19373.0,23275.0,African tulip- Spathodea campanulata,17.35661,78.42775,Telangana,1.0,2.0,,1.0,2.0,,,0.0,0.0,,2018,44
650290.0,2023-03-27,24165.0,131891.0,African tulip- Spathodea campanulata,17.49647,78.37103,Telangana,1.0,1.0,0.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,2023,11
626901.0,2022-12-10,24165.0,127252.0,African tulip- Spathodea campanulata,17.4996,78.38472,Telangana,1.0,2.0,0.0,1.0,2.0,-2.0,-2.0,0.0,0.0,0.0,2022,45
267478.0,2019-01-21,19373.0,23275.0,African tulip- Spathodea campanulata,17.35661,78.42775,Telangana,0.0,2.0,,2.0,2.0,,,0.0,0.0,,2019,2
309297.0,2019-04-15,19373.0,23275.0,African tulip- Spathodea campanulata,17.35661,78.42775,Telangana,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,2.0,1.0,0.0,2019,13
309281.0,2019-04-08,19373.0,23275.0,African tulip- Spathodea campanulata,17.35661,78.42775,Telangana,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,2.0,1.0,0.0,2019,12
