Date_of_observation,Species_name,Leaves_fresh,Leaves_mature,Leaves_old,Flowers_bud,Flowers_open,Flowers_male,Flowers_Female,Fruits_unripe,Fruits_ripe,Fruits_open,Year,Week
2019-06-15,African tulip- Spathodea campanulata,2.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2019,21
2019-06-15,African tulip- Spathodea campanulata,2.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2019,21
2019-06-16,African tulip- Spathodea campanulata,0.0,2.0,1.0,0.0,2.0,-2.0,-2.0,0.0,1.0,1.0,2019,21
2019-03-16,African tulip- Spathodea campanulata,0.0,2.0,1.0,1.0,2.0,-1.0,-1.0,-2.0,-2.0,-2.0,2019,9
2023-07-09,African tulip- Spathodea campanulata,1.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2023,24
2018-12-01,African tulip- Spathodea campanulata,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2018,43
2020-03-20,African tulip- Spathodea campanulata,0.0,2.0,,1.0,2.0,,,0.0,0.0,,2020,10
2023-07-07,African tulip- Spathodea campanulata,0.0,2.0,0.0,1.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2023,24
2018-12-02,African tulip- Spathodea campanulata,1.0,2.0,2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2018,43
2018-12-02,African tulip- Spathodea campanulata,0.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2018,43
2018-12-02,African tulip- Spathodea campanulata,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2018,43
2023-07-09,African tulip- Spathodea campanulata,1.0,1.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2023,24
2019-03-16,African tulip- Spathodea campanulata,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,2019,9
2019-03-16,African tulip- Spathodea campanulata,1.0,2.0,1.0,2.0,2.0,-2.0,-2.0,-1.0,-1.0,-1.0,2019,9
2019-11-27,Albizia odoratissima-Black Siris,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,2019,42
2023-05-26,Albizia odoratissima-Black Siris,0.0,2.0,0.0,2.0,2.0,-2.0,-2.0,0.0,0.0,-2.0,2023,18
2022-08-18,Albizia odoratissima-Black Siris,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2022,29
