,Date_of_observation,Species_name,Leaves_fresh,Leaves_mature,Leaves_old,Flowers_bud,Flowers_open,Flowers_male,Flowers_Female,Fruits_unripe,Fruits_ripe,Fruits_open,Year,Week
50,2022-04-28,Guava tree-Psidium guajava,2.0,1.0,1.0,2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,2022,15
51,2022-04-29,Guava tree-Psidium guajava,2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2022,15
52,2022-04-20,Gulmohur-Delonix regia,1.0,2.0,1.0,2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,2022,14
53,2023-01-01,Gulmohur-Delonix regia,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0,0.0,2.0,1.0,2022,0
54,2018-12-01,Gulmohur-Delonix regia,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,1.0,-2.0,2018,43
55,2022-12-30,Gulmohur-Delonix regia,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0,0.0,2.0,2.0,2022,46
56,2022-12-29,Gulmohur-Delonix regia,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0,0.0,1.0,1.0,2022,46
57,2022-12-30,Gulmohur-Delonix regia,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0,0.0,2.0,2.0,2022,46
58,2022-05-07,Himalayan Rhododendron-Rhododendron arboreum,2.0,2.0,1.0,2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,2022,16
59,2022-12-29,Indian Charcoal Tree-Trema orientale,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0,2022,46
60,2022-12-29,Indian Charcoal Tree-Trema orientale,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0,2.0,1.0,-2.0,2022,46
61,2022-12-29,Indian Mahogany-Toona ciliata,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,2.0,2022,46
62,2022-12-29,Indian Mahogany-Toona ciliata,1.0,2.0,2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2022,46
63,2022-12-30,Indian Mahogany-Toona ciliata,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0,0.0,1.0,2.0,2022,46
64,2022-12-29,Indian Laburnum-Cassia fistula,1.0,2.0,2.0,0.0,0.0,-2.0,-2.0,2.0,1.0,-2.0,2022,46
65,2022-12-29,Jacaranda-Jacaranda mimosifolia,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0,2.0,2.0,0.0,2022,46
66,2022-12-29,Jacaranda-Jacaranda mimosifolia,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0,2.0,0.0,0.0,2022,46
67,2022-12-29,Jacaranda-Jacaranda mimosifolia,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0,2.0,2.0,2.0,2022,46
68,2023-01-01,Jacaranda-Jacaranda mimosifolia,0.0,0.0,2.0,0.0,0.0,-2.0,-2.0,0.0,1.0,2.0,2022,0
69,2018-12-01,Jacaranda-Jacaranda mimosifolia,0.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43
70,2022-04-28,Jackfruit-Artocarpus heterophyllus,2.0,2.0,1.0,1.0,-2.0,1.0,1.0,1.0,0.0,-2.0,2022,15
71,2022-04-28,Jackfruit-Artocarpus heterophyllus,1.0,2.0,0.0,1.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,2022,15
72,2018-12-01,Jackfruit-Artocarpus heterophyllus,1.0,2.0,1.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43
73,2023-01-01,Jackfruit-Artocarpus heterophyllus,2.0,2.0,1.0,2.0,-2.0,2.0,1.0,1.0,0.0,-2.0,2022,0
74,2023-01-01,Jackfruit-Artocarpus heterophyllus,2.0,2.0,2.0,2.0,-2.0,2.0,0.0,0.0,0.0,-2.0,2022,0
75,2022-12-25,Jamun-Syzygium cumini,2.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2022,46
76,2018-12-01,Jamun-Syzygium cumini,0.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43
77,2018-12-01,Lantana-Lantana camara,1.0,2.0,1.0,0.0,2.0,-2.0,-2.0,2.0,0.0,-2.0,2018,43
78,2022-05-02,Lantana-Lantana camara,2.0,2.0,2.0,2.0,2.0,-2.0,-2.0,1.0,1.0,-2.0,2022,15
79,2022-04-29,Lantana-Lantana camara,2.0,1.0,0.0,1.0,2.0,-2.0,-2.0,2.0,1.0,-2.0,2022,15
80,2022-12-27,Mango (all varieties)-Mangifera indica,1.0,2.0,1.0,1.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2022,46
81,2022-12-29,Mango (all varieties)-Mangifera indica,0.0,2.0,1.0,2.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2022,46
82,2022-12-25,Mango (all varieties)-Mangifera indica,0.0,2.0,2.0,2.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2022,46
83,2022-05-04,Mango (all varieties)-Mangifera indica,2.0,2.0,1.0,-2.0,-2.0,-2.0,-2.0,2.0,0.0,-2.0,2022,15
84,2022-04-28,Mango (all varieties)-Mangifera indica,2.0,1.0,1.0,2.0,0.0,-2.0,-2.0,2.0,0.0,-2.0,2022,15
85,2022-04-28,Mango (all varieties)-Mangifera indica,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0,2022,15
86,2023-01-01,Mango (all varieties)-Mangifera indica,2.0,2.0,2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2022,0
87,2018-12-01,Mango (all varieties)-Mangifera indica,0.0,2.0,1.0,1.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43
88,2023-01-02,Maulsari-Mimusops elengi,0.0,2.0,2.0,2.0,2.0,-2.0,-2.0,2.0,1.0,-2.0,2023,0
89,2022-12-24,Maulsari-Mimusops elengi,2.0,2.0,0.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0,2022,46
90,2018-12-01,Mountain Coffee-Coffea arabica,0.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,2.0,-2.0,2018,43
91,2022-05-03,Neem-Azadirachta indica,1.0,2.0,1.0,2.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2022,15
92,2018-12-01,Neem-Azadirachta indica,1.0,2.0,2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43
93,2018-12-01,Night Flowering Jasmine-Nyctanthes arbor-tristis,1.0,2.0,1.0,1.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43
94,2018-12-01,Oleander-Nerium oleander,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43
95,2018-12-01,Peach tree-Prunus persica,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43
96,2022-04-28,Peach tree-Prunus persica,2.0,2.0,1.0,2.0,0.0,-2.0,-2.0,2.0,0.0,-2.0,2022,15
97,2022-04-28,Peach tree-Prunus persica,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0,2022,15
98,2022-05-09,Pear tree-Pyrus pyrifolia,2.0,2.0,1.0,2.0,2.0,-2.0,-2.0,2.0,0.0,-2.0,2022,16
99,2018-12-01,Peepal-Ficus religiosa,0.0,2.0,2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43
100,2018-12-01,Plum tree-Prunus domestica,2.0,1.0,2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2018,43
101,2022-05-04,Plum tree-Prunus domestica,2.0,1.0,0.0,2.0,0.0,-2.0,-2.0,2.0,0.0,-2.0,2022,15
102,2022-04-28,Plum tree-Prunus domestica,1.0,2.0,0.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0,2022,15
103,2022-04-29,Plum tree-Prunus domestica,2.0,1.0,0.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0,2022,15
104,2018-12-01,Pomegranate-Punica granatum,0.0,2.0,2.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0,2018,43
105,2022-04-28,Pomegranate-Punica granatum,1.0,1.0,1.0,1.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2022,15
106,2022-05-11,Pomegranate-Punica granatum,2.0,1.0,0.0,2.0,2.0,-2.0,-2.0,2.0,0.0,-2.0,2022,16
107,2022-05-07,Pomegranate-Punica granatum,2.0,1.0,0.0,2.0,2.0,-2.0,-2.0,2.0,0.0,-2.0,2022,16
108,2022-04-30,Pomegranate-Punica granatum,2.0,1.0,0.0,1.0,1.0,-2.0,-2.0,2.0,0.0,-2.0,2022,15
109,2018-12-01,Pomelo tree-Citrus maxima,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,2.0,-2.0,2018,43
110,2022-12-25,Pomelo tree-Citrus maxima,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0,1.0,2.0,-2.0,2022,46
111,2022-05-01,Pomelo tree-Citrus maxima,2.0,1.0,1.0,2.0,2.0,-2.0,-2.0,2.0,0.0,-2.0,2022,15
112,2023-02-11,Pomelo tree-Citrus maxima,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,5
113,2022-12-25,Purple Bauhinia-Bauhinia purpurea,0.0,2.0,1.0,0.0,1.0,-2.0,-2.0,2.0,2.0,0.0,2022,46
114,2022-12-26,Purple Bauhinia-Bauhinia purpurea,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,2.0,0.0,2022,46
115,2023-01-01,Purple Bauhinia-Bauhinia purpurea,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0,2.0,2.0,2.0,2022,0
116,2022-05-04,Purple Bauhinia-Bauhinia purpurea,2.0,2.0,0.0,2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,2022,15
117,2019-03-16,Purple Bauhinia-Bauhinia purpurea,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2019,9
118,2022-05-16,Purple Bauhinia-Bauhinia purpurea,1.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,2022,17
119,2022-12-30,Red Silk Cotton-Bombax ceiba,0.0,0.0,1.0,2.0,2.0,-2.0,-2.0,0.0,0.0,0.0,2022,46
120,2022-05-04,Red Silk Cotton-Bombax ceiba,2.0,1.0,0.0,2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,2022,15
121,2022-04-28,Red Silk Cotton-Bombax ceiba,2.0,1.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2022,15
122,2022-12-29,Sandalwood-Santalum album,2.0,2.0,2.0,2.0,2.0,-2.0,-2.0,1.0,1.0,-2.0,2022,46
123,2022-12-24,Sausage Tree-Kigelia africana,0.0,2.0,1.0,2.0,2.0,-2.0,-2.0,0.0,2.0,-2.0,2022,46
124,2022-12-29,Sausage Tree-Kigelia africana,0.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,2.0,-2.0,2022,46
125,2018-12-01,Sausage Tree-Kigelia africana,0.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,1.0,-2.0,2018,43
126,2022-05-05,Silkworm Mulberry-Morus alba,2.0,0.0,0.0,2.0,-2.0,0.0,0.0,2.0,2.0,-2.0,2022,16
127,2022-04-29,Tamarind-Tamarindus indica,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0,2022,15
128,2022-12-29,Teak-Tectona grandis,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0,0.0,2.0,-2.0,2022,46
129,2022-04-28,Teak-Tectona grandis,0.0,1.0,2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,2022,15
130,2022-04-29,Toddy Palm-Borassus flabellifer,0.0,2.0,0.0,0.0,-2.0,0.0,0.0,2.0,0.0,-2.0,2022,15
131,2022-04-28,Walnut-Juglans regia,1.0,2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-2.0,2022,15
132,2022-04-19,Walnut-Juglans regia,2.0,1.0,0.0,2.0,-2.0,2.0,2.0,2.0,0.0,-2.0,2022,14
133,2022-12-25,White Silk Cotton-Ceiba pentandra,0.0,0.0,0.0,2.0,1.0,-2.0,-2.0,0.0,0.0,0.0,2022,46
134,2022-12-25,White Silk Cotton-Ceiba pentandra,2.0,0.0,2.0,2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2022,46
135,2022-12-25,White Silk Cotton-Ceiba pentandra,2.0,0.0,2.0,2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2022,46
136,2022-05-07,Wild rose or Webbs rose-Rosa webbiana,2.0,2.0,0.0,2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,2022,16
